FZ,C3,CZ,C4,PZ,PO7,OZ,PO8
46.5233283470547,136.3867691472091,159.96639075367463,64.5177585683759,100.51371301915766,37.39307358681424,55.314305568744906,34.276611870827494
69.82955855431285,102.21785389954832,34.68871715744627,98.40391481199791,48.71225631987824,44.58096027409179,73.41290408281075,62.345658070346936
88.42158496570802,78.14273204588342,-58.1560653550627,124.92588269992734,10.950242783373698,51.14572354391295,88.03767848144237,84.84345565897894
99.3964704323582,68.92195314875292,-101.62784939311803,139.59718752757055,-5.649799434018153,56.5249644685839,96.78802723993768,98.22443145561594
102.6457561724563,72.63973029024422,-99.58837702246097,142.402719784142,-3.0763256126420044,60.34390845492692,99.14799560633904,102.08135402125865
100.50193349451943,83.55574656288502,-70.07309921639084,137.29977636250698,10.735663305029991,62.469170365089354,96.58495301734445,98.83746621410613
96.17983426934606,95.7820492007962,-33.82498844846872,129.78520951647164,26.91575942018283,62.80325336086639,91.60526607840944,92.19884199262067
92.00351433830683,105.05654681280507,-6.000252168078795,124.00510441501906,38.966172843891535,61.04051846434247,86.31047221868897,85.32567529545722
88.6045336594984,108.91629129353537,6.500999445582783,121.25030212886938,43.713390335541156,56.84115109898296,81.57425659755965,79.81249349695655
85.4492799892011,106.92136464666238,4.37585232991947,120.51879651261547,41.23764778968396,50.4622088747468,77.38835921845912,75.84032478095045
81.94090865413474,101.07269693968856,-6.004764281316436,120.16136040685578,34.44679862154083,43.21666353075241,73.73527897683506,72.94711681041085
78.064331846094,95.06758126920379,-15.960103044577894,119.10038149002357,27.691343692010335,37.0999680204869,70.93282324519205,70.63900845563317
74.27339254504773,92.06917259443328,-19.113747494579574,117.0537094090143,24.36813357329329,33.71948280286718,69.22646753390305,68.6007592956582
71.10327818781595,92.8192289778504,-14.613106826978624,114.29416341541247,25.101365792620577,33.4202356216246,68.38169919282078,66.77600288136522
68.97398125744786,95.94798885411177,-6.2202198052978135,111.4996074331772,28.133612448731636,35.326222846759656,67.91660125013861,65.47965139492095
68.10373887334258,99.86619587098245,1.7729672445665214,109.54311437333517,31.406453809538927,38.1080451958373,67.65243743847691,65.30273227302835
68.27157941343036,103.85515817495082,7.622076880436629,108.89125063798825,34.050096913677834,40.69385162858177,67.79227418726636,66.60056891848944
68.59364895511753,107.29777178245794,11.530574739815085,108.9533852995858,35.958488820946215,42.457874955168194,68.39360710270924,68.89281600346824
67.79282654455487,108.66183524338496,13.25253550181374,108.21302551722371,36.61696003545862,43.11506513109295,68.97177764012929,70.83137508703894
65.03605183603251,106.26348900826108,11.665192860911734,105.36507034423416,35.17054537824314,42.73379320833103,68.86463414778783,70.9645830033723
60.69967696496481,100.41338967862794,7.074300604963655,100.55802405240121,31.886817873911173,41.85356493803815,68.02783403919364,68.73784126248626
56.319857634981105,94.47221474387166,3.1987610682770513,95.57100688191228,29.155189093884584,41.36467953821072,67.35440263666297,64.9006130743765
53.68752860187119,93.29513553727047,6.0020149420959354,92.7126363167564,30.55160948859118,42.04291883966984,68.11760033341594,61.02064848756666
53.759567681311545,100.21843232543894,20.12214345954567,93.31060542039008,38.614906523612206,44.06046070447102,71.01949909407826,58.521862291657946
56.043434323078536,114.81819519163932,45.79070100196551,96.75386826469789,53.06552916629829,46.80346401703948,75.53111967251228,57.862949744247715
58.61204759528131,132.34655031696457,77.67151388666113,100.39946003552167,70.25131500228788,48.971163012066405,79.74037271957643,58.19413056518242
58.67441027455717,144.48497659578567,105.09286947712901,100.30674071946113,83.52219774051076,48.812563603938536,80.67043798565962,57.60295026587583
53.79161208535709,141.65410494366307,113.95548931340629,92.94216522579224,84.7253924906739,44.66388695902479,75.31568968408764,54.055761679229214
43.71348338871518,117.879315256347,92.34002933842586,77.80884068515576,67.84532732841824,36.08006484222058,62.65972883530815,46.947419664621044
32.03693652563814,77.3979132620566,39.98141259624148,59.86029750202458,34.5220870074828,25.25673036993192,45.989861112128324,38.548892182159896
26.18646756072359,38.58602291546449,-23.792430044426993,49.562620258458566,-1.9601892974677546,17.568724900524863,33.63557523469832,34.13879182095804
34.72677214794105,29.76897777564838,-62.22321267765424,59.16684847386093,-19.000696792617862,20.036772709250503,36.43598570931868,40.041771960074215
62.809085590155185,75.94155830050606,-37.14497240824522,96.27132665753604,5.134767675317992,37.838874049976255,62.3073607916433,60.1894775979909
108.26547817184708,182.68405832741504,67.92573223619358,158.20013708212304,77.85853734675916,70.68215958409729,110.76712134189337,93.12454121242857
160.96200897751646,327.4886795263788,232.0174316466119,230.9250155475696,184.00538623841697,111.44755622051025,171.0124798151254,131.43802330394448
206.25628363357436,465.55462841179104,400.3448712784737,293.8208292913471,289.27343749826144,148.37739395704446,225.34103205299436,164.29829514942796
230.98366730894304,548.6775272702522,508.1567699025136,328.11851341602585,355.01920092935757,169.94928805639552,256.528615908161,181.90447257542544
