FZ,C3,CZ,C4,PZ,PO7,OZ,PO8
45.79772483844866,239.93085172823194,372.2692665459191,68.02293550168496,207.7985260477713,45.13064655389473,72.84185278856229,34.16611455399402
156.21056243420378,498.4084756169324,619.1993767462317,216.338720302619,381.55499173206556,118.83693149539947,196.78572174658265,116.04380385251805
249.47474047231918,722.7567402126055,840.1288550793364,341.9216862382826,534.5580688331924,182.13750484100592,302.52078486925143,185.24807367202288
313.78873321214706,887.552235659339,1013.201678742379,429.0230228228077,650.5281359454809,227.5546908035079,377.20574038356995,233.05024737132993
345.956232749678,982.3972049258291,1125.3073169817037,473.1926891238746,721.4325332427359,252.49753990830607,416.79982297454603,257.0776440318672
351.2719228894687,1013.3728157485563,1175.3424275127654,481.22331226700464,749.0814195563955,259.4780249181062,426.20852342620094,261.23900714944784
340.36912977049207,999.2962559963182,1174.6041117043426,467.1077183190773,743.9187396673784,254.59710706999027,416.3347881655885,253.40040779646492
324.6167236018711,964.2035545865854,1143.174976370848,446.0171907387125,721.1401042300522,244.97824404619834,399.4461321570727,241.97669916874773
312.1410055621817,929.0569816087177,1103.1402076658187,428.99381876634993,695.4921575259558,236.25670101509647,384.8899823546686,232.97624084944496
306.04454358874216,906.076972142311,1071.5730391970883,420.4620631149843,676.9427752406999,231.16308995546024,376.8799003221761,228.67323201228123
305.1644813562141,897.7434485018491,1056.5786957004448,419.09314905829694,669.0361541768663,229.6419231159541,374.9358369284267,228.17229761117642
306.41565169840317,899.863483279462,1057.5802470475155,420.8315893932834,670.0978406654765,230.10980611564582,376.1572219898858,229.16206623457953
307.14361232973596,905.924948817681,1068.171849912963,422.0201978374222,675.7334314817956,230.90619091685704,377.6827385107807,229.68488221998408
306.2928297769867,910.004410238424,1079.0119559774184,421.02108127094345,680.8067882906888,231.10102051878192,377.9802917759556,229.02218424112016
304.1822877416216,907.5965728666237,1080.0187153921072,418.0314245611603,680.4309472164587,230.4556813276068,376.7050079319036,227.52220499406582
301.49370116009214,895.6884099579561,1063.0663904486676,413.87263504081216,670.8483049286311,228.9225465827174,373.82464270080294,225.80575745452538
298.2510965245867,873.3135664691531,1025.7599293224744,408.7393529150789,650.847018968159,226.18241099297336,368.86499956291254,223.93549368444596
293.2825591624301,842.1960951998472,974.249189610587,401.48495385575376,622.9221242780404,221.45327921159327,360.6540032555962,220.9479130828163
284.34668785557466,806.1346868966085,921.8199168911771,389.63474716176665,592.6382058528001,213.56316441946865,347.5090330670836,214.93271083080623
268.9314465305381,768.7468039074574,882.3722872458108,370.1806514757605,565.755930201927,201.26153703967512,327.7523589286561,203.69635020853232
245.5282655615436,731.0474985819505,862.2119619225832,341.0429340453409,544.7396768181893,183.78235759273622,300.51355331718537,185.8463415774546
214.8816538145254,691.0808693858548,855.9451407104074,302.70000758206845,527.2964925072398,161.55844163033768,266.6657444495623,161.85735940980402
180.52600187068904,646.5235978667157,850.2081865078031,259.1285260768446,508.47621975714867,136.75880565581923,229.4715795738057,134.52703802929057
148.07892387264442,598.6171371624976,833.3795417832306,217.2321744928532,485.1565656020239,113.18296884213945,194.3445530328371,108.3906919530899
123.29286908295938,553.9464663156766,804.2449061127645,184.53057615730688,459.4169597724528,95.19714894604355,167.32454287439376,88.1351912186802
109.6172947211734,521.5622487486863,772.5266902746223,165.92265709506103,437.63787255899047,85.92974349831113,152.58180405027178,76.65481391263744
106.59687595250826,506.83437926241317,750.5595229075038,161.29395413427304,425.6074685782336,85.6377586618581,150.2289623269993,73.79154883298473
110.2188031508188,506.9556720119522,743.1589515484586,165.65109099509382,423.6762123579527,91.3797417306698,156.02439166605168,76.57642717663724
115.12277009621434,512.1853970640462,744.2430533016022,171.90258350051238,426.172215764133,98.40003931190186,163.46782153372087,80.8631851316544
117.2441281506711,511.98100916976676,742.2877573197835,174.4603279563464,425.4173160963055,102.39916745141181,167.00307880258086,83.28678027787149
115.256289128493,501.15109522208894,729.1032944752621,171.37220527814517,416.80537963623743,101.28819315014239,164.28200668100024,82.39077475565934
110.32762665974367,482.084771886962,705.2682165990657,164.16980085788038,401.3847329676036,95.63872848520019,156.46972181665527,78.61836548706808
104.95711538780498,463.0738491489044,680.2245067888929,156.36329832556822,385.3126803373487,88.06776330881972,147.13652812907708,73.69298852156899
101.7636226925007,454.738399061874,668.6276932599209,151.75654079660032,377.3954894835786,82.12702739053724,140.68403814903473,69.88744462299154
102.36692224033592,465.25763427928877,683.7299093455428,152.79178003630244,385.17638474516076,80.87396688162607,140.52016794829694,69.12684488458467
106.22983122649286,494.2403383957515,727.6410848260582,158.7762911729649,409.45492701765704,85.17075484555926,146.91052959874986,71.79998100405089
109.99604581971867,527.5493888937309,781.8990534824328,164.79468189537295,439.2382454015426,92.38952696289626,155.37946376886094,75.82727511364739
108.37269983798458,538.356095603676,806.6791078290431,162.87842490311883,451.80835654700127,96.75635325547366,157.41018342310264,77.01729803308274
96.80548964719097,497.75082341611784,755.0931661533152,145.89172665740247,421.2413041388132,91.90208543470919,144.24226740936754,71.09591939071419
74.53239473306344,390.96307893973943,598.3534926339005,112.16121886872253,332.55642892141464,74.4861589851104,112.05973345144776,56.37066128850093
45.80524631346641,229.01481663069274,346.7270549596978,67.58342453245979,192.85643285333376,46.57267165843949,65.1548880849821,35.18624456395352
18.148126029141025,46.998052018708435,51.04559133522514,23.361339029172367,31.263691085566297,15.030667732163755,14.621539587022129,13.025240507255715
-1.3717032133515181,-111.21092118682967,-218.37294295602737,-9.423557174079201,-113.45967338430947,-11.782359540025926,-26.86023368216374,-4.240300873654687
-9.520736045148205,-212.93205664937645,-403.5235629227561,-25.04181726556162,-210.5262885908201,-28.009661383169945,-50.97460847868829,-13.1996232981933
-7.949253432274221,-249.77749741399302,-482.76336862910614,-25.10009473254821,-249.74350430639197,-32.62444642856853,-56.98548263485453,-14.170944426752651
-1.5840500428506226,-237.32573565460328,-474.54916280644204,-16.530880202518286,-242.65869072146197,-29.014899908295842,-50.74193910701078,-10.369982302745504
