FZ,C3,CZ,C4,PZ,PO7,OZ,PO8
-5.397876181964824,-36.02344504342828,-28.491379213194453,-3.5024425048853307,-17.06613613170858,-7.37453316666262,-7.37690520616163,-2.8725091374548044
10.167064215188411,6.397691691716599,25.599510155898493,13.939443237149735,12.577703209556738,7.0928187602675,7.588229107063567,2.1762321034655145
21.425189666187208,39.143499200281894,67.22471778096579,26.73899449542365,35.184129950888256,17.948982824721966,18.92205740771993,6.047268110440573
25.9732924338134,56.52360033098391,89.2236659021863,32.29511109328059,46.71494494417868,23.256921065252495,24.666645746526704,8.138359815683296
24.201143691496686,58.904731903725015,92.26234565463723,30.947757447274483,47.580953506398124,23.518867413834663,25.266567749316067,8.625543831033141
18.777847620990595,51.90737336584804,83.42905355253222,25.35893784264448,41.87652120553072,21.157222732190093,23.006314163087694,8.204346167011762
13.150851197151095,43.104718432035156,71.9187957643512,18.94160636044689,34.906622144625494,19.0401521482185,20.56336504591364,7.611026193219355
9.958443798662985,38.21916311371447,64.52285344232335,14.335045911627663,30.54269536639423,18.957231055605718,19.615692644679463,7.282922174110791
10.131328284004915,39.09425429399377,63.44264216234981,12.6390380729222,29.92077517895762,20.926531429671364,20.30839846200977,7.335666205123728
12.92215878179743,44.241438167097606,67.02630857326014,13.497452190725436,31.908663337679688,23.601383498473027,21.70613179344816,7.746082470610961
16.60529865069116,50.83282948521761,72.06070456872983,15.698119379645007,34.550453472982376,25.33042040025538,22.70331181980889,8.502236445009347
19.406990841496413,56.42854409988763,75.82121046911944,17.904146629740158,36.35125761943028,25.143816496478617,22.727652835412155,9.592764782285293
20.28380597019238,59.72512368619095,77.07754274356624,19.243329809739123,36.84052646043023,23.182774420410766,21.923178689571035,10.895871857292596
19.276438936225787,60.718328491730276,76.25425988525748,19.559203836817055,36.52897266349658,20.511680255278,20.907184158016076,12.106566206111413
17.301879616653284,60.66054186610214,75.0377764046985,19.22551195148863,36.52116313001778,18.514584805852852,20.345087100427396,12.782324964514327
15.49294185146845,61.54576852741686,75.41968504380881,18.65595739629654,37.876113585065625,18.158970301369987,20.541418442279195,12.493855412065406
14.481612664811593,64.87915884178456,78.3730304910192,17.879273197078888,40.8643964564722,19.449689742470287,21.21146189881455,11.015786052072126
14.095501453766888,70.3752071814704,82.95785928792363,16.52373489577402,44.56008143686747,21.38504836863671,21.58823324729819,8.475971342277578
13.648092294698069,75.76065972767104,86.68272993655461,14.2145346962296,47.20471364756553,22.520900164298133,20.88422976962059,5.382832754967058
12.55962209162084,78.11203547088061,87.04453986562892,11.03605002424991,47.24956217253178,21.866566840820802,18.86647750365579,2.4888058190505244
10.833788034494235,75.83175162844645,83.19961113628185,7.684058088266576,44.405045176216234,19.568420761891517,16.158828971737602,0.5357948808632415
