Time,FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,AccX,AccY,AccZ,Gyro1,Gyro2,Gyro3,Battery,Counter,Validation
15151.2607148,295944.625,294461.0,322590.9375,315055.09375,285095.96875,255356.359375,221023.09375,246105.6875,0.043701171875,0.9951171875,0.156005859375,-0.0915527269244194,-1.1901854276657104,-0.9765624403953552,73.33333587646484,254684.0,1.0
15151.2607171,296042.15625,294473.96875,322364.90625,315175.78125,285026.15625,255381.5625,221094.796875,246176.40625,0.04443359375,0.9951171875,0.154052734375,-0.0915527269244194,-1.2207030057907104,-0.9765624403953552,73.33333587646484,254685.0,1.0
15151.2758132,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254686.0,1.0
15151.2907814,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254687.0,0.0
15151.2907846,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254688.0,0.0
15151.2907849,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254689.0,0.0
15151.2907851,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254690.0,0.0
15151.2907853,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254691.0,0.0
15151.2907855,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254692.0,0.0
15151.2907857,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254693.0,0.0
15151.2907859,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254694.0,0.0
15151.290786,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254695.0,0.0
15151.2907862,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254696.0,0.0
15151.2907864,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254697.0,0.0
15151.2907866,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254698.0,0.0
15151.2907868,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254699.0,0.0
15151.290787,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254700.0,0.0
15151.2907872,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254701.0,0.0
15151.2907874,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254702.0,0.0
15151.2907875,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254703.0,0.0
15151.2907877,296272.03125,295329.6875,323531.6875,315500.34375,285716.46875,255590.78125,221406.375,246348.328125,0.045654296875,0.995361328125,0.151123046875,-0.1525878757238388,-1.3122557401657104,-0.9460448622703552,73.33333587646484,254704.0,0.0
15151.2907879,296035.375,294464.9375,322344.625,315177.21875,285013.71875,255384.875,221078.515625,246181.671875,0.044921875,0.994140625,0.152099609375,-0.0610351525247097,-1.5869139432907104,-1.0986326932907104,73.33333587646484,254705.0,1.0
15151.3063439,296264.59375,295322.71875,323527.46875,315499.53125,285710.84375,255569.671875,221379.203125,246335.375,0.04638671875,0.992431640625,0.154296875,-0.03051757626235485,-1.5869139432907104,-1.0681151151657104,73.33333587646484,254706.0,1.0
