Time,FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,AccX,AccY,AccZ,Gyro1,Gyro2,Gyro3,Battery,Counter,Validation
15141.2787217,295999.0625,294987.59375,323412.21875,315413.53125,285508.40625,255458.71875,221308.75,246153.875,0.053466796875,0.9794921875,-0.02294921875,2.075195074081421,0.2746581733226776,-3.295898199081421,73.33333587646484,252263.0,1.0
15141.2787373,295994.0625,295235.625,323576.03125,315384.03125,285630.1875,255487.6875,221340.484375,246147.53125,0.052978515625,0.977294921875,-0.025146484375,2.014159917831421,0.7629393935203552,-3.509521245956421,73.33333587646484,252264.0,1.0
15141.2787387,295952.5625,295153.28125,323487.15625,315334.5,285580.46875,255457.03125,221298.734375,246108.359375,0.050048828125,0.9765625,-0.0224609375,2.075195074081421,1.2817381620407104,-3.784179449081421,73.33333587646484,252265.0,1.0
15141.2787399,295937.125,294858.3125,323266.78125,315340.21875,285429.65625,255416.078125,221246.515625,246110.515625,0.04931640625,0.978515625,-0.021240234375,2.075195074081421,1.8310545682907104,-4.119872570037842,73.33333587646484,252266.0,1.0
15141.2787412,295961.59375,294742.90625,323210.34375,315395.125,285372.25,255411.34375,221234.453125,246129.28125,0.046875,0.97705078125,-0.02099609375,1.8920897245407104,2.288818120956421,-4.394530773162842,73.33333587646484,252267.0,1.0
15141.2787424,295982.96875,294970.71875,323394.96875,315388.5,285484.53125,255432.078125,221271.640625,246136.890625,0.043701171875,0.97265625,-0.022705078125,1.7395018339157104,2.563476324081421,-4.516601085662842,73.33333587646484,252268.0,1.0
15141.2787436,295983.96875,295221.5,323563.59375,315366.3125,285613.09375,255461.140625,221309.375,246122.140625,0.038818359375,0.969482421875,-0.025634765625,1.7395018339157104,2.807616949081421,-4.547118663787842,73.33333587646484,252269.0,1.0
15141.2787453,295957.3125,295153.09375,323483.03125,315337.8125,285577.6875,255443.609375,221280.3125,246106.9375,0.0390625,0.966796875,-0.0302734375,1.8005369901657104,2.899169683456421,-4.516601085662842,73.33333587646484,252270.0,1.0
15141.2804534,295934.4375,294842.59375,323253.96875,315335.125,285421.5,255381.65625,221218.171875,246102.28125,0.03857421875,0.964111328125,-0.03076171875,1.9836424589157104,3.112792730331421,-4.608153820037842,73.33333587646484,252271.0,1.0
15141.3379889,295959.65625,294722.34375,323186.65625,315379.65625,285360.34375,255372.0,221207.71875,246111.84375,0.03662109375,0.965087890625,-0.02978515625,2.319335699081421,3.204345464706421,-4.669188976287842,73.33333587646484,252272.0,1.0
15141.3792757,296001.3125,294976.34375,323388.4375,315411.1875,285491.59375,255443.96875,221280.140625,246135.28125,0.033447265625,0.967529296875,-0.029541015625,2.655029058456421,3.265380620956421,-4.699706554412842,73.33333587646484,252273.0,1.0
15141.4168111,296000.0625,295236.4375,323567.34375,315383.5,285628.40625,255495.734375,221334.859375,246140.375,0.03173828125,0.97021484375,-0.028076171875,2.899169683456421,3.417968511581421,-4.699706554412842,73.33333587646484,252274.0,1.0
15141.4367907,295960.8125,295159.34375,323487.96875,315338.6875,285586.09375,255466.0625,221296.5,246112.203125,0.030517578125,0.972900390625,-0.026123046875,3.082275152206421,3.479003667831421,-4.608153820037842,73.33333587646484,252275.0,1.0
15141.4517877,295941.59375,294851.1875,323260.96875,315334.9375,285427.6875,255405.265625,221224.96875,246091.28125,0.031982421875,0.9765625,-0.02978515625,2.990722417831421,3.479003667831421,-4.516601085662842,73.33333587646484,252276.0,1.0
15141.4668094,295965.53125,294724.40625,323187.71875,315374.46875,285360.34375,255383.53125,221216.296875,246115.96875,0.033203125,0.9794921875,-0.02978515625,3.143310308456421,3.448486089706421,-4.333495616912842,73.33333587646484,252277.0,1.0
15141.4891063,295993.34375,294961.5,323382.8125,315400.5625,285484.625,255436.546875,221277.28125,246136.96875,0.038330078125,0.983154296875,-0.028076171875,3.112792730331421,3.570556402206421,-4.150390148162842,73.33333587646484,252278.0,1.0
15141.4891132,295997.1875,295235.4375,323571.8125,315382.5,285628.75,255488.765625,221330.46875,246134.65625,0.041259765625,0.983642578125,-0.028076171875,2.990722417831421,3.662109136581421,-3.936767339706421,73.33333587646484,252279.0,1.0
15141.4891146,295963.75,295164.625,323498.78125,315340.40625,285594.0625,255461.5,221298.1875,246104.78125,0.045166015625,0.984375,-0.02783203125,2.685546636581421,3.784179449081421,-3.540038824081421,73.33333587646484,252280.0,1.0
15141.4891159,295935.21875,294851.34375,323262.375,315334.40625,285431.0,255414.921875,221235.34375,246101.5625,0.048583984375,0.984130859375,-0.02294921875,2.441406011581421,3.906249761581421,-3.112792730331421,73.33333587646484,252281.0,1.0
15141.4891172,295949.28125,294721.71875,323188.625,315370.53125,285363.125,255409.28125,221237.9375,246124.375,0.048828125,0.9833984375,-0.026123046875,2.197265386581421,4.180907726287842,-2.593993902206421,73.33333587646484,252282.0,1.0
15141.4891184,295984.125,294956.6875,323385.59375,315398.25,285487.03125,255441.921875,221294.4375,246145.109375,0.049072265625,0.98095703125,-0.02587890625,2.105712652206421,4.577636241912842,-2.441406011581421,73.33333587646484,252283.0,1.0
15141.4891197,295988.875,295228.375,323572.0,315381.15625,285627.9375,255493.859375,221339.953125,246141.0,0.049560546875,0.98095703125,-0.02783203125,2.075195074081421,4.882812023162842,-2.166747808456421,73.33333587646484,252284.0,1.0
15141.4891212,295956.15625,295157.3125,323496.90625,315339.3125,285588.15625,255463.546875,221295.0625,246105.765625,0.051025390625,0.984130859375,-0.02880859375,1.9531248807907104,5.065917491912842,-1.9531248807907104,73.33333587646484,252285.0,1.0
15141.5080647,295932.09375,294845.8125,323263.28125,315334.84375,285425.0,255397.390625,221224.4375,246103.09375,0.051025390625,0.990234375,-0.022705078125,1.8310545682907104,5.187987804412842,-1.6479490995407104,73.33333587646484,252286.0,1.0
15141.5230639,295953.28125,294721.71875,323197.125,315374.28125,285361.53125,255388.8125,221209.765625,246107.828125,0.05126953125,0.995361328125,-0.014892578125,1.4038084745407104,5.340575695037842,-1.3122557401657104,73.33333587646484,252287.0,1.0
15141.5374455,295986.375,294971.875,323392.21875,315401.0,285488.125,255443.609375,221278.25,246125.890625,0.053466796875,0.999267578125,-0.0107421875,0.5798339247703552,5.523681163787842,-0.7629393935203552,73.33333587646484,252288.0,1.0
15141.5374503,295985.03125,295222.46875,323557.53125,315371.25,285618.03125,255494.21875,221325.734375,246127.859375,0.055908203125,1.001220703125,-0.005615234375,-0.1525878757238388,5.798339366912842,-0.1220703050494194,73.33333587646484,252289.0,1.0
15141.6161447,295958.9375,295154.34375,323476.78125,315338.34375,285582.96875,255482.328125,221291.75,246098.796875,0.054931640625,1.001953125,-0.00341796875,-0.8850097060203552,6.042479991912842,0.5493163466453552,73.33333587646484,252290.0,1.0
15141.6161619,295934.4375,294848.5,323250.59375,315330.90625,285426.25,255414.5625,221219.0625,246092.453125,0.05224609375,1.00244140625,-0.001953125,-1.4953612089157104,6.195067882537842,1.0070799589157104,73.33333587646484,252291.0,1.0
15141.6161632,295961.15625,294740.03125,323203.03125,315372.3125,285375.71875,255395.0625,221214.421875,246119.1875,0.0498046875,1.001708984375,-0.0029296875,-2.227782964706421,6.286620616912842,1.4648436307907104,73.33333587646484,252292.0,1.0
15141.6161644,295991.125,294974.1875,323397.75,315396.09375,285496.53125,255436.546875,221268.25,246131.78125,0.047607421875,1.0009765625,-0.001220703125,-2.746581792831421,6.408690929412842,1.6174315214157104,73.33333587646484,252293.0,1.0
15141.6161656,295990.65625,295222.40625,323558.59375,315374.0,285619.8125,255488.5,221311.0625,246123.65625,0.044677734375,1.000244140625,0.002197265625,-3.021239995956421,6.286620616912842,1.8920897245407104,73.33333587646484,252294.0,1.0
15141.6161668,295961.78125,295153.28125,323472.3125,315336.0,285580.5625,255465.078125,221283.359375,246101.5625,0.04296875,0.997314453125,0.005615234375,-3.448486089706421,6.134032726287842,2.166747808456421,73.33333587646484,252295.0,1.0
15141.616168,295934.53125,294852.96875,323246.21875,315330.65625,285426.5,255407.671875,221224.171875,246100.3125,0.039794921875,0.99658203125,0.01025390625,-3.723144292831421,5.737304210662842,2.258300542831421,73.33333587646484,252296.0,1.0
15141.6161692,295952.75,294740.9375,323191.75,315369.4375,285374.03125,255403.65625,221221.578125,246117.65625,0.038330078125,0.993896484375,0.012939453125,-4.211425304412842,5.340575695037842,2.502441167831421,73.33333587646484,252297.0,1.0
15141.6161704,295985.46875,294972.84375,323383.96875,315395.28125,285496.0625,255452.828125,221276.109375,246130.09375,0.03759765625,0.9931640625,0.0205078125,-4.516601085662842,5.065917491912842,2.593993902206421,73.33333587646484,252298.0,1.0
15141.6161716,295986.46875,295220.875,323543.5625,315374.90625,285618.375,255493.6875,221324.03125,246129.46875,0.034912109375,0.991455078125,0.0224609375,-4.821776866912842,4.699706554412842,2.716064214706421,73.33333587646484,252299.0,1.0
15141.6161728,295961.4375,295149.96875,323459.09375,315346.28125,285583.96875,255481.875,221304.8125,246118.828125,0.03466796875,0.988037109375,0.020751953125,-5.004882335662842,4.241942882537842,2.838134527206421,73.33333587646484,252300.0,1.0
15141.6161742,295934.78125,294850.0,323239.84375,315334.9375,285431.6875,255415.546875,221235.4375,246105.40625,0.032958984375,0.986083984375,0.02197265625,-5.218505382537842,3.814697027206421,2.838134527206421,73.33333587646484,252301.0,1.0
15141.6343147,295953.46875,294738.25,323192.21875,315372.03125,285376.90625,255398.46875,221217.28125,246116.953125,0.031982421875,0.984619140625,0.022216796875,-5.371093273162842,3.326415777206421,2.746581792831421,73.33333587646484,252302.0,1.0
15141.6493181,295953.46875,294738.25,323192.21875,315372.03125,285376.90625,255398.46875,221217.28125,246116.953125,0.031982421875,0.984619140625,0.022216796875,-5.371093273162842,3.326415777206421,2.746581792831421,73.33333587646484,252303.0,0.0
15141.6493189,295953.46875,294738.25,323192.21875,315372.03125,285376.90625,255398.46875,221217.28125,246116.953125,0.031982421875,0.984619140625,0.022216796875,-5.371093273162842,3.326415777206421,2.746581792831421,73.33333587646484,252304.0,0.0
