Time,FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,AccX,AccY,AccZ,Gyro1,Gyro2,Gyro3,Battery,Counter,Validation
14908.9777511,294669.21875,294702.125,326672.28125,320277.53125,285024.0,255685.015625,221632.125,245982.125,0.033935546875,0.98876953125,0.063232421875,0.5798339247703552,-1.2512205839157104,-0.5187987685203552,73.33333587646484,194238.0,1.0
14909.0027606,294709.90625,294875.5,326838.21875,320317.3125,285120.5625,255729.265625,221691.5,246002.0625,0.0322265625,0.989013671875,0.0634765625,0.4577636420726776,-1.2207030057907104,-0.5187987685203552,73.33333587646484,194239.0,1.0
14909.0277164,294727.6875,295200.75,327071.03125,320308.1875,285273.90625,255789.171875,221745.765625,246004.109375,0.03173828125,0.989013671875,0.0625,0.5493163466453552,-1.1596678495407104,-0.5493163466453552,73.33333587646484,194240.0,1.0
14909.0602129,294697.3125,295246.53125,327058.4375,320258.9375,285276.65625,255778.359375,221720.46875,245980.0625,0.0302734375,0.989501953125,0.0615234375,0.6408690810203552,-1.0986326932907104,-0.5493163466453552,73.33333587646484,194241.0,1.0
14909.0852032,294658.40625,294946.75,326827.03125,320238.1875,285126.03125,255692.078125,221639.8125,245964.0625,0.0322265625,0.99072265625,0.06103515625,0.5798339247703552,-1.1596678495407104,-0.6103515028953552,73.33333587646484,194242.0,1.0
14909.1101873,294664.3125,294700.875,326674.0625,320274.3125,285019.625,255660.96875,221618.984375,245980.421875,0.03271484375,0.98681640625,0.0595703125,0.6713866591453552,-1.2207030057907104,-0.6713866591453552,73.33333587646484,194243.0,1.0
14909.1351752,294712.0625,294867.53125,326835.09375,320321.96875,285118.0625,255718.984375,221680.328125,246005.90625,0.03125,0.986083984375,0.0595703125,0.7934569716453552,-1.1596678495407104,-0.7629393935203552,73.33333587646484,194244.0,1.0
14909.1651717,294732.96875,295194.40625,327064.96875,320312.125,285273.1875,255779.609375,221736.828125,246007.875,0.030517578125,0.98779296875,0.059326171875,0.9155272841453552,-1.1901854276657104,-0.7934569716453552,73.33333587646484,194245.0,1.0
14909.1677249,294703.375,295246.8125,327060.40625,320265.71875,285283.65625,255778.53125,221724.75,245988.46875,0.031982421875,0.98681640625,0.062744140625,0.9765624403953552,-1.1291502714157104,-0.7934569716453552,73.33333587646484,194246.0,1.0
14909.1927035,294665.65625,294954.0,326831.875,320242.9375,285136.375,255715.6875,221654.03125,245970.234375,0.0302734375,0.98974609375,0.05908203125,1.0070799589157104,-1.1901854276657104,-0.8544921278953552,73.33333587646484,194247.0,1.0
14909.2177027,294667.25,294704.28125,326671.9375,320271.0,285020.0625,255673.921875,221623.8125,245981.9375,0.03125,0.990966796875,0.060302734375,1.0070799589157104,-1.1901854276657104,-1.0070799589157104,73.33333587646484,194248.0,1.0
